"Date","Open","High","Low","Close Close price adjusted for splits.","Adj Close Adjusted close price adjusted for splits and dividend and/or capital gain distributions.","Volume"
"May 24, 2024","67928.13","69220.30","66622.67","68526.10","68526.10","29197308153"
"May 23, 2024","69121.30","70041.27","66356.95","67929.56","67929.56","41895680979"
"May 22, 2024","70135.32","70623.70","68977.70","69122.34","69122.34","32802561717"
"May 21, 2024","71443.06","71946.46","69191.13","70136.53","70136.53","46932005990"
"May 20, 2024","66278.74","71483.56","66086.17","71448.20","71448.20","43850655717"
"May 19, 2024","66937.93","67694.30","65937.18","66278.37","66278.37","19249094538"
"May 18, 2024","67066.21","67387.33","66663.50","66940.80","66940.80","16712277406"
"May 17, 2024","65231.30","67459.46","65119.32","67051.88","67051.88","28031279310"
"May 16, 2024","66256.11","66712.43","64613.05","65231.58","65231.58","31573077994"
"May 15, 2024","61553.99","66454.45","61330.41","66267.49","66267.49","39815167074"
"May 14, 2024","62900.77","63092.13","61123.77","61552.79","61552.79","28186271527"
"May 13, 2024","61451.22","63422.66","60769.84","62901.45","62901.45","27889181179"
"May 12, 2024","60793.50","61818.16","60632.60","61448.39","61448.39","13800459405"
"May 11, 2024","60793.36","61451.15","60492.63","60793.71","60793.71","13842272968"
"May 10, 2024","63055.19","63446.74","60208.78","60792.78","60792.78","27804954694"
"May 9, 2024","61191.20","63404.91","60648.07","63049.96","63049.96","25453338161"
"May 8, 2024","62332.64","62986.09","60877.13","61187.94","61187.94","26088172222"
"May 7, 2024","63162.76","64390.46","62285.98","62334.82","62334.82","25930730982"
"May 6, 2024","64038.31","65494.90","62746.24","63161.95","63161.95","28697928697"
"May 5, 2024","63892.45","64610.89","62955.30","64031.13","64031.13","18296164805"
"May 4, 2024","62891.03","64494.96","62599.35","63891.47","63891.47","20620477992"
"May 3, 2024","59122.30","63320.50","58848.31","62889.84","62889.84","33172023048"
"May 2, 2024","58253.70","59602.30","56937.20","59123.43","59123.43","32711813559"
"May 1, 2024","60609.50","60780.50","56555.29","58254.01","58254.01","48439780271"
"Apr 30, 2024","63839.42","64703.33","59120.07","60636.86","60636.86","37840840057"
"Apr 29, 2024","63106.36","64174.88","61795.46","63841.12","63841.12","26635912073"
"Apr 28, 2024","63423.52","64321.48","62793.60","63113.23","63113.23","17334827993"
"Apr 27, 2024","63750.99","63898.36","62424.72","63419.14","63419.14","19530783039"
"Apr 26, 2024","64485.37","64789.66","63322.40","63755.32","63755.32","24139372950"
"Apr 25, 2024","64275.02","65275.21","62783.63","64481.71","64481.71","32155786816"
"Apr 24, 2024","66408.72","67075.37","63589.87","64276.90","64276.90","30276655120"
"Apr 23, 2024","66839.89","67199.24","65864.87","66407.27","66407.27","24310975583"
"Apr 22, 2024","64935.63","67233.96","64548.18","66837.68","66837.68","28282686673"
"Apr 21, 2024","64992.82","65723.24","64277.72","64926.64","64926.64","20506644853"
"Apr 20, 2024","63851.10","65442.46","63172.40","64994.44","64994.44","23097485495"
"Apr 19, 2024","63510.75","65481.60","59651.39","63843.57","63843.57","49920425401"
"Apr 18, 2024","61275.32","64125.69","60833.48","63512.75","63512.75","36006307335"
